all_should_buy_signal_days_independently_scored,candidate_id,code_verifiable,common_backtest_evidence,cooldown_handling,fitness_input,flat_state_should_buy_handling,holding_state_should_buy_handling,matched_rl_replay_path,matched_rl_replay_trade_rows,origin_runner,persisted_training_sample,raw_all_signal_sample_stored,rl_replay_invalid_json_rows,rulebook_hash,runner_evidence,sample_definition,source_artifact_role,source_file,source_file_exists,stage,ticker,training_phase,verdict,verdict_reason
False,stage3:CRS:8695c9ce3320,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CRS/stage3/rl_replay_trades.jsonl,70,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,8695c9ce33203c60489bdd4a2671bf68221da19a6896816778e738f10fcfa0c3,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CRS/stage3/final_rulebooks.jsonl,True,stage3,CRS,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CSIQ:030ce2015af8,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CSIQ/stage3/rl_replay_trades.jsonl,77,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,030ce2015af861eb1939377dcebc989fd42d3bd5dce3f0afd53130b3bd9694f4,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CSIQ/stage3/final_rulebooks.jsonl,True,stage3,CSIQ,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CVNA:8d8594e95b89,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CVNA/stage3/rl_replay_trades.jsonl,84,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,8d8594e95b89180f5682228b140c3166f795a217e6b8d37621498a42eb9058d9,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CVNA/stage3/final_rulebooks.jsonl,True,stage3,CVNA,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:CW:81ce9154b422,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/CW/stage3/rl_replay_trades.jsonl,52,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,81ce9154b4226f8daa09937f7f56f92e38753bce43acf0f13932ff9d8e19665d,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/CW/stage3/final_rulebooks.jsonl,True,stage3,CW,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:DB:3fddd15661db,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/DB/stage3/rl_replay_trades.jsonl,55,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,3fddd15661dbf1c91e9d4f92dc8b9a67742463d23e167c2095797ad56ce2841d,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/DB/stage3/final_rulebooks.jsonl,True,stage3,DB,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:DBRG:5eba9682ac09,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/DBRG/stage3/rl_replay_trades.jsonl,69,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,5eba9682ac09c0bdaa487996550ae42f2a281be2e4b719375567c6ede46fa6cd,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/DBRG/stage3/final_rulebooks.jsonl,True,stage3,DBRG,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:DDOG:6c41f43018cf,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/DDOG/stage3/rl_replay_trades.jsonl,58,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,6c41f43018cff413ecae542639f4dbf119313ac755626ac312d9861c9401f55a,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/DDOG/stage3/final_rulebooks.jsonl,True,stage3,DDOG,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:DELL:47ee59ff823b,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/DELL/stage3/rl_replay_trades.jsonl,62,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,47ee59ff823bb8565efa06e1df1779e79e3b091e2712282cbb75a250242e7c07,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/DELL/stage3/final_rulebooks.jsonl,True,stage3,DELL,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:DHI:3d6a4f6f0b99,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/DHI/stage3/rl_replay_trades.jsonl,56,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,3d6a4f6f0b99aeb41cd3851a3e6685d94c7f7a878443fa0333ed42d2c5e1c77a,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/DHI/stage3/final_rulebooks.jsonl,True,stage3,DHI,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
False,stage3:DLTR:9f4d686fbc80,True,"engine/learning/execution_mode_backtest.py 234-267, 291-340; 특히 337-340 index jump",청산일 뒤 cooldown_days=1 추가 스킵,run_backtest_execution_mode의 executed trades 기반 fitness/expectancy/PF/MDD,should_buy=True이면 거래 생성 후 결과를 fitness에 반영,SKIPPED_NOT_EVALUATED,exp_batch_stage123_2009_20260616_full/tickers/DLTR/stage3/rl_replay_trades.jsonl,48,scripts/research/run_stage3_aggressive.py 및 원본 backup 모듈,체결 거래만 trades/rl_replay_trades 저장; 보유중·cooldown should_buy 원 표본 미저장,False,0,9f4d686fbc806d79fc450e8b56c47d18c7fd69ca26c61a04930b15ba2a52e467,run_backtest_period 324-336; entry 597-615; exit 752-777,flat 상태에서 날짜별 should_buy 평가; 진입 후 청산+cooldown 다음 인덱스로 점프,final_rulebooks.jsonl: entry GA 개체에 exit-gene GA를 적용한 최종 개체,exp_batch_stage123_2009_20260616_full/tickers/DLTR/stage3/final_rulebooks.jsonl,True,stage3,DLTR,Stage3 qualify GA + entry GA(train_3) + exit-gene GA(stress+bull),HAS_GAP,보유중 연속 should_buy를 독립 fitness 표본으로 보지 않음
