C:\kingmaker_adpt_feature_nulltest_v9\data\_system\analysis\stage3_adpt_feature_nulltest_v9_20260715\run_adpt_feature_nulltest_v9.py:197: FutureWarning: The default fill_method='pad' in Series.pct_change is deprecated and will be removed in a future version. Either fill in any non-leading NA values prior to calling pct_change or specify 'fill_method=None' to not fill NA values.
  basket_ret20 = basket.pct_change(20) * 100.0
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 1, "best_hash": "311ec06147d5f64e2db5725a93921569579c66cd4ccd566881299d40316354e4", "best_fitness": -1.9985710803057608, "mean_fitness": -790000000.7793155, "best_primary_objective_pct_per_day": 1.2849384913222448, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.2849384913222448, "best_mae_penalty": 1.9893325080618873, "best_realized_loss_penalty": 0.6861192760771587, "best_total_risk_penalty": 2.675451784139046, "best_fitness_before_entry_gate": -1.9985710803057608, "best_final_fitness": -1.9985710803057608, "best_trade_count": 43, "best_trade_count_gate_pass": true, "best_win_rate_pct": 60.46511627906976, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:04:03.188740+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 13, "best_hash": "c61f936d73f00b618b296bcccac71a9ab56c8d289f1e317c3b00035279b3b519", "best_fitness": 0.2411876743708553, "mean_fitness": -160000001.55858296, "best_primary_objective_pct_per_day": 1.9809666550380987, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.9809666550380987, "best_mae_penalty": 1.1943612324786297, "best_realized_loss_penalty": 0.5454177481886137, "best_total_risk_penalty": 1.7397789806672432, "best_fitness_before_entry_gate": 0.2411876743708553, "best_final_fitness": 0.2411876743708553, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 76.19047619047619, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:23.625402+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 14, "best_hash": "c4120a3c35327a2017ff4f104ee3723a6cd328373385c65d5e9aa23110f455cb", "best_fitness": 0.7231158425103263, "mean_fitness": -120000001.48305523, "best_primary_objective_pct_per_day": 2.3311074283598128, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3311074283598128, "best_mae_penalty": 1.1109821304496064, "best_realized_loss_penalty": 0.49700945539988, "best_total_risk_penalty": 1.6079915858494864, "best_fitness_before_entry_gate": 0.7231158425103263, "best_final_fitness": 0.7231158425103263, "best_trade_count": 22, "best_trade_count_gate_pass": true, "best_win_rate_pct": 81.81818181818183, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:26.056329+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 15, "best_hash": "48a04905762b64c372552f8a9611d72700d37f18a91ec16d91826474efcae00a", "best_fitness": 0.7231158425103268, "mean_fitness": -70000001.39167885, "best_primary_objective_pct_per_day": 2.331107428359813, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.331107428359813, "best_mae_penalty": 1.1109821304496064, "best_realized_loss_penalty": 0.49700945539988, "best_total_risk_penalty": 1.6079915858494864, "best_fitness_before_entry_gate": 0.7231158425103268, "best_final_fitness": 0.7231158425103268, "best_trade_count": 22, "best_trade_count_gate_pass": true, "best_win_rate_pct": 81.81818181818183, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:28.607285+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 16, "best_hash": "dac98b7b250a5dcd03407410b72a953baef58b6ba408c0e01f90500dce8d203c", "best_fitness": 0.7669222874818091, "mean_fitness": -100000001.263143, "best_primary_objective_pct_per_day": 2.3954369940560505, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3954369940560505, "best_mae_penalty": 1.217994130939231, "best_realized_loss_penalty": 0.4105205756350104, "best_total_risk_penalty": 1.6285147065742414, "best_fitness_before_entry_gate": 0.7669222874818091, "best_final_fitness": 0.7669222874818091, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:31.278467+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 17, "best_hash": "ee50c4ad848cd8229b9262874c2986528abae4561d01c11857d1e118aef05d25", "best_fitness": 0.7669222874818091, "mean_fitness": -120000001.38712564, "best_primary_objective_pct_per_day": 2.3954369940560505, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3954369940560505, "best_mae_penalty": 1.217994130939231, "best_realized_loss_penalty": 0.4105205756350104, "best_total_risk_penalty": 1.6285147065742414, "best_fitness_before_entry_gate": 0.7669222874818091, "best_final_fitness": 0.7669222874818091, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:34.012704+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 18, "best_hash": "ee50c4ad848cd8229b9262874c2986528abae4561d01c11857d1e118aef05d25", "best_fitness": 0.7669222874818091, "mean_fitness": -120000000.832601, "best_primary_objective_pct_per_day": 2.3954369940560505, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3954369940560505, "best_mae_penalty": 1.217994130939231, "best_realized_loss_penalty": 0.4105205756350104, "best_total_risk_penalty": 1.6285147065742414, "best_fitness_before_entry_gate": 0.7669222874818091, "best_final_fitness": 0.7669222874818091, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:36.646922+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 19, "best_hash": "ee50c4ad848cd8229b9262874c2986528abae4561d01c11857d1e118aef05d25", "best_fitness": 0.7669222874818091, "mean_fitness": -130000000.84835163, "best_primary_objective_pct_per_day": 2.3954369940560505, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3954369940560505, "best_mae_penalty": 1.217994130939231, "best_realized_loss_penalty": 0.4105205756350104, "best_total_risk_penalty": 1.6285147065742414, "best_fitness_before_entry_gate": 0.7669222874818091, "best_final_fitness": 0.7669222874818091, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:39.400670+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 20, "best_hash": "ee50c4ad848cd8229b9262874c2986528abae4561d01c11857d1e118aef05d25", "best_fitness": 0.7669222874818091, "mean_fitness": -120000000.73881462, "best_primary_objective_pct_per_day": 2.3954369940560505, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3954369940560505, "best_mae_penalty": 1.217994130939231, "best_realized_loss_penalty": 0.4105205756350104, "best_total_risk_penalty": 1.6285147065742414, "best_fitness_before_entry_gate": 0.7669222874818091, "best_final_fitness": 0.7669222874818091, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:42.091862+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 21, "best_hash": "ee50c4ad848cd8229b9262874c2986528abae4561d01c11857d1e118aef05d25", "best_fitness": 0.7669222874818091, "mean_fitness": -130000000.56440376, "best_primary_objective_pct_per_day": 2.3954369940560505, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3954369940560505, "best_mae_penalty": 1.217994130939231, "best_realized_loss_penalty": 0.4105205756350104, "best_total_risk_penalty": 1.6285147065742414, "best_fitness_before_entry_gate": 0.7669222874818091, "best_final_fitness": 0.7669222874818091, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:44.797517+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 22, "best_hash": "ee50c4ad848cd8229b9262874c2986528abae4561d01c11857d1e118aef05d25", "best_fitness": 0.7669222874818091, "mean_fitness": -140000000.42716095, "best_primary_objective_pct_per_day": 2.3954369940560505, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3954369940560505, "best_mae_penalty": 1.217994130939231, "best_realized_loss_penalty": 0.4105205756350104, "best_total_risk_penalty": 1.6285147065742414, "best_fitness_before_entry_gate": 0.7669222874818091, "best_final_fitness": 0.7669222874818091, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:47.201045+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 23, "best_hash": "ee50c4ad848cd8229b9262874c2986528abae4561d01c11857d1e118aef05d25", "best_fitness": 0.7669222874818091, "mean_fitness": -140000000.57493842, "best_primary_objective_pct_per_day": 2.3954369940560505, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3954369940560505, "best_mae_penalty": 1.217994130939231, "best_realized_loss_penalty": 0.4105205756350104, "best_total_risk_penalty": 1.6285147065742414, "best_fitness_before_entry_gate": 0.7669222874818091, "best_final_fitness": 0.7669222874818091, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:49.424739+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 24, "best_hash": "ee50c4ad848cd8229b9262874c2986528abae4561d01c11857d1e118aef05d25", "best_fitness": 0.7669222874818091, "mean_fitness": -110000000.33413191, "best_primary_objective_pct_per_day": 2.3954369940560505, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3954369940560505, "best_mae_penalty": 1.217994130939231, "best_realized_loss_penalty": 0.4105205756350104, "best_total_risk_penalty": 1.6285147065742414, "best_fitness_before_entry_gate": 0.7669222874818091, "best_final_fitness": 0.7669222874818091, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:51.705857+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 25, "best_hash": "71ab99f9588b4f5456f9952ae3b6c83cf4fd446d5b2eec353515edd259176ff7", "best_fitness": 0.8475546448598577, "mean_fitness": -110000000.56204087, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433635, "best_total_risk_penalty": 1.5380789082038566, "best_fitness_before_entry_gate": 0.8475546448598577, "best_final_fitness": 0.8475546448598577, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:53.991900+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 26, "best_hash": "c850f3d8cbf94b01819ce52a59284bfeedd871c5af92347292a008f1ba79e872", "best_fitness": 0.8475546448598577, "mean_fitness": -110000000.61699024, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433635, "best_total_risk_penalty": 1.5380789082038566, "best_fitness_before_entry_gate": 0.8475546448598577, "best_final_fitness": 0.8475546448598577, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:56.296958+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 27, "best_hash": "c850f3d8cbf94b01819ce52a59284bfeedd871c5af92347292a008f1ba79e872", "best_fitness": 0.8475546448598577, "mean_fitness": -100000000.45411503, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433635, "best_total_risk_penalty": 1.5380789082038566, "best_fitness_before_entry_gate": 0.8475546448598577, "best_final_fitness": 0.8475546448598577, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:09:58.569356+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 28, "best_hash": "c850f3d8cbf94b01819ce52a59284bfeedd871c5af92347292a008f1ba79e872", "best_fitness": 0.8475546448598577, "mean_fitness": -140000000.62639615, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433635, "best_total_risk_penalty": 1.5380789082038566, "best_fitness_before_entry_gate": 0.8475546448598577, "best_final_fitness": 0.8475546448598577, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:00.876376+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 29, "best_hash": "08acb34563216b1aa371f5672e91cc7314a679e81c3946db831d4926d04d139a", "best_fitness": 0.8475546448598579, "mean_fitness": -180000000.5083483, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433634, "best_total_risk_penalty": 1.5380789082038564, "best_fitness_before_entry_gate": 0.8475546448598579, "best_final_fitness": 0.8475546448598579, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:03.535386+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 30, "best_hash": "2c356c4815b81db8588160be0d31987ecdaee425e4f3f20276ebb6aaf1cccc7c", "best_fitness": 0.8475546448598579, "mean_fitness": -120000000.58261648, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433634, "best_total_risk_penalty": 1.5380789082038564, "best_fitness_before_entry_gate": 0.8475546448598579, "best_final_fitness": 0.8475546448598579, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:06.122372+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 31, "best_hash": "2c356c4815b81db8588160be0d31987ecdaee425e4f3f20276ebb6aaf1cccc7c", "best_fitness": 0.8475546448598579, "mean_fitness": -90000000.49198784, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433634, "best_total_risk_penalty": 1.5380789082038564, "best_fitness_before_entry_gate": 0.8475546448598579, "best_final_fitness": 0.8475546448598579, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:08.657592+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 32, "best_hash": "2c356c4815b81db8588160be0d31987ecdaee425e4f3f20276ebb6aaf1cccc7c", "best_fitness": 0.8475546448598579, "mean_fitness": -80000000.38265115, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433634, "best_total_risk_penalty": 1.5380789082038564, "best_fitness_before_entry_gate": 0.8475546448598579, "best_final_fitness": 0.8475546448598579, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:11.384168+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 33, "best_hash": "2c356c4815b81db8588160be0d31987ecdaee425e4f3f20276ebb6aaf1cccc7c", "best_fitness": 0.8475546448598579, "mean_fitness": -120000000.41445164, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433634, "best_total_risk_penalty": 1.5380789082038564, "best_fitness_before_entry_gate": 0.8475546448598579, "best_final_fitness": 0.8475546448598579, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:13.886094+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 34, "best_hash": "2c356c4815b81db8588160be0d31987ecdaee425e4f3f20276ebb6aaf1cccc7c", "best_fitness": 0.8475546448598579, "mean_fitness": -200000000.1802948, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433634, "best_total_risk_penalty": 1.5380789082038564, "best_fitness_before_entry_gate": 0.8475546448598579, "best_final_fitness": 0.8475546448598579, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:16.488610+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 35, "best_hash": "2c356c4815b81db8588160be0d31987ecdaee425e4f3f20276ebb6aaf1cccc7c", "best_fitness": 0.8475546448598579, "mean_fitness": -130000000.55879837, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433634, "best_total_risk_penalty": 1.5380789082038564, "best_fitness_before_entry_gate": 0.8475546448598579, "best_final_fitness": 0.8475546448598579, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:19.255711+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 36, "best_hash": "2c356c4815b81db8588160be0d31987ecdaee425e4f3f20276ebb6aaf1cccc7c", "best_fitness": 0.8475546448598579, "mean_fitness": -130000000.62723185, "best_primary_objective_pct_per_day": 2.3856335530637143, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637143, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433634, "best_total_risk_penalty": 1.5380789082038564, "best_fitness_before_entry_gate": 0.8475546448598579, "best_final_fitness": 0.8475546448598579, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:21.904815+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 37, "best_hash": "e984f343236b40be4dc572aeae92ca5794d930a1d2c2795e3ae9383738645100", "best_fitness": 0.8475546448598581, "mean_fitness": -170000000.386013, "best_primary_objective_pct_per_day": 2.3856335530637147, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637147, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433635, "best_total_risk_penalty": 1.5380789082038566, "best_fitness_before_entry_gate": 0.8475546448598581, "best_final_fitness": 0.8475546448598581, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:24.555884+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 38, "best_hash": "434534b47fe9c09b0c57600fa5c31d0d31ed48708b817dff4b6eefc49e16c038", "best_fitness": 0.8475546448598581, "mean_fitness": -140000000.4048642, "best_primary_objective_pct_per_day": 2.3856335530637147, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637147, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433635, "best_total_risk_penalty": 1.5380789082038566, "best_fitness_before_entry_gate": 0.8475546448598581, "best_final_fitness": 0.8475546448598581, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:27.239382+00:00"}
