active_days,champion_origin_train_label,decision_threshold,early_take_profit_count,evaluated_days,holding_over_20_sessions_count,holding_over_60_sessions_count,infinite_holding_risk_flag,max_holding_sessions,method,model_hash,near_threshold_crossing_count,one_session_trade_count_all,one_session_whipsaw_count,period_end_open_position_count,regime,signal_whipsaw_rate,survivor,target_date_exit_count,threshold_crossing_count,ticker,trade_count,two_or_less_session_cycle_count,whipsaw_rate
50,train_1,0.6098804780876493,28,751,0,0,False,4,rolling_target_2_sessions_tp_on,eaceb214f420784080f9c7f4a154be41e90f37f60698640cefd77acb8b1bba98,0,23,0,0,train,0.0,False,14,82,CSIQ,42,39,0.5476190476190477
50,train_1,0.6098804780876493,0,751,0,0,False,2,fixed_2_sessions,eaceb214f420784080f9c7f4a154be41e90f37f60698640cefd77acb8b1bba98,0,0,0,0,train,0.0,False,0,82,CSIQ,40,40,0.0
29,train_1,0.6098804780876493,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,eaceb214f420784080f9c7f4a154be41e90f37f60698640cefd77acb8b1bba98,0,0,0,0,stress,0.0,False,21,44,CSIQ,21,16,0.0
29,train_1,0.6098804780876493,14,515,0,0,False,4,rolling_target_2_sessions_tp_on,eaceb214f420784080f9c7f4a154be41e90f37f60698640cefd77acb8b1bba98,0,12,0,0,stress,0.0,False,9,44,CSIQ,23,21,0.5217391304347826
29,train_1,0.6098804780876493,0,515,0,0,False,2,fixed_2_sessions,eaceb214f420784080f9c7f4a154be41e90f37f60698640cefd77acb8b1bba98,0,0,0,0,stress,0.0,False,0,44,CSIQ,21,21,0.0
14,train_1,0.6098804780876493,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,eaceb214f420784080f9c7f4a154be41e90f37f60698640cefd77acb8b1bba98,0,0,0,0,oos,0.0,False,7,15,CSIQ,7,2,0.0
14,train_1,0.6098804780876493,1,252,0,0,False,4,rolling_target_2_sessions_tp_on,eaceb214f420784080f9c7f4a154be41e90f37f60698640cefd77acb8b1bba98,0,1,0,0,oos,0.0,False,6,15,CSIQ,7,2,0.14285714285714285
14,train_1,0.6098804780876493,0,252,0,0,False,2,fixed_2_sessions,eaceb214f420784080f9c7f4a154be41e90f37f60698640cefd77acb8b1bba98,0,0,0,0,oos,0.0,False,0,15,CSIQ,7,7,0.0
60,train_1,0.7373705179282868,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,22217bd1d1db1f53201b031e97a7eb51c7767607f533f052f561f2c35d74ccf6,0,0,0,0,train,0.0,False,45,96,CCL,45,30,0.0
60,train_1,0.7373705179282868,29,751,0,0,False,4,rolling_target_2_sessions_tp_on,22217bd1d1db1f53201b031e97a7eb51c7767607f533f052f561f2c35d74ccf6,0,19,0,0,train,0.0,False,19,96,CCL,48,42,0.3958333333333333
60,train_1,0.7373705179282868,0,751,0,0,False,2,fixed_2_sessions,22217bd1d1db1f53201b031e97a7eb51c7767607f533f052f561f2c35d74ccf6,0,0,0,0,train,0.0,False,0,96,CCL,45,45,0.0
27,train_1,0.7373705179282868,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,22217bd1d1db1f53201b031e97a7eb51c7767607f533f052f561f2c35d74ccf6,0,0,0,0,stress,0.0,False,23,50,CCL,23,19,0.0
27,train_1,0.7373705179282868,13,515,0,0,False,4,rolling_target_2_sessions_tp_on,22217bd1d1db1f53201b031e97a7eb51c7767607f533f052f561f2c35d74ccf6,0,10,0,0,stress,0.0,False,10,50,CCL,23,21,0.43478260869565216
27,train_1,0.7373705179282868,0,515,0,0,False,2,fixed_2_sessions,22217bd1d1db1f53201b031e97a7eb51c7767607f533f052f561f2c35d74ccf6,0,0,0,0,stress,0.0,False,0,50,CCL,23,23,0.0
23,train_1,0.7373705179282868,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,22217bd1d1db1f53201b031e97a7eb51c7767607f533f052f561f2c35d74ccf6,0,0,0,0,oos,0.0,False,19,40,CCL,19,15,0.0
23,train_1,0.7373705179282868,7,252,0,0,False,4,rolling_target_2_sessions_tp_on,22217bd1d1db1f53201b031e97a7eb51c7767607f533f052f561f2c35d74ccf6,0,5,0,0,oos,0.0,False,13,40,CCL,20,17,0.25
23,train_1,0.7373705179282868,0,252,0,0,False,2,fixed_2_sessions,22217bd1d1db1f53201b031e97a7eb51c7767607f533f052f561f2c35d74ccf6,0,0,0,0,oos,0.0,False,0,40,CCL,19,19,0.0
49,train_1,0.5421513944223108,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,c4d780316a7c8bcf371e7c7c5b51cf1c92ee8a47dcd46975af9805ae736b8e23,0,0,0,0,train,0.0,False,35,76,ANET,35,21,0.0
49,train_1,0.5421513944223108,18,751,0,0,False,4,rolling_target_2_sessions_tp_on,c4d780316a7c8bcf371e7c7c5b51cf1c92ee8a47dcd46975af9805ae736b8e23,0,12,0,0,train,0.0,False,17,76,ANET,35,28,0.34285714285714286
49,train_1,0.5421513944223108,0,751,0,0,False,2,fixed_2_sessions,c4d780316a7c8bcf371e7c7c5b51cf1c92ee8a47dcd46975af9805ae736b8e23,0,0,0,0,train,0.0,False,0,76,ANET,35,35,0.0
15,train_1,0.5421513944223108,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,c4d780316a7c8bcf371e7c7c5b51cf1c92ee8a47dcd46975af9805ae736b8e23,0,1,0,1,stress,0.0,False,12,26,ANET,13,11,0.07692307692307693
15,train_1,0.5421513944223108,7,515,0,0,False,3,rolling_target_2_sessions_tp_on,c4d780316a7c8bcf371e7c7c5b51cf1c92ee8a47dcd46975af9805ae736b8e23,0,4,0,1,stress,0.0,False,5,26,ANET,13,11,0.3076923076923077
15,train_1,0.5421513944223108,0,515,0,0,False,2,fixed_2_sessions,c4d780316a7c8bcf371e7c7c5b51cf1c92ee8a47dcd46975af9805ae736b8e23,0,0,0,0,stress,0.0,False,0,26,ANET,12,12,0.0
11,train_1,0.5421513944223108,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,c4d780316a7c8bcf371e7c7c5b51cf1c92ee8a47dcd46975af9805ae736b8e23,0,0,0,0,oos,0.0,False,8,20,ANET,8,5,0.0
11,train_1,0.5421513944223108,5,252,0,0,False,3,rolling_target_2_sessions_tp_on,c4d780316a7c8bcf371e7c7c5b51cf1c92ee8a47dcd46975af9805ae736b8e23,0,3,0,0,oos,0.0,False,3,20,ANET,8,6,0.375
11,train_1,0.5421513944223108,0,252,0,0,False,2,fixed_2_sessions,c4d780316a7c8bcf371e7c7c5b51cf1c92ee8a47dcd46975af9805ae736b8e23,0,0,0,0,oos,0.0,False,0,20,ANET,8,8,0.0
49,train_1,0.5102788844621514,0,751,0,0,False,5,rolling_target_2_sessions_tp_off,d2d2b4dddbabd8a2ed257af1d97b0a643f2e229e0b5075f6ceafe52fdbd0bfb1,0,0,0,0,train,0.0,False,35,80,CE,35,24,0.0
49,train_1,0.5102788844621514,18,751,0,0,False,5,rolling_target_2_sessions_tp_on,d2d2b4dddbabd8a2ed257af1d97b0a643f2e229e0b5075f6ceafe52fdbd0bfb1,0,11,0,0,train,0.0,False,18,80,CE,36,31,0.3055555555555556
49,train_1,0.5102788844621514,0,751,0,0,False,2,fixed_2_sessions,d2d2b4dddbabd8a2ed257af1d97b0a643f2e229e0b5075f6ceafe52fdbd0bfb1,0,0,0,0,train,0.0,False,0,80,CE,36,36,0.0
27,train_1,0.5102788844621514,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,d2d2b4dddbabd8a2ed257af1d97b0a643f2e229e0b5075f6ceafe52fdbd0bfb1,0,0,0,0,stress,0.0,False,19,40,CE,19,12,0.0
27,train_1,0.5102788844621514,10,515,0,0,False,4,rolling_target_2_sessions_tp_on,d2d2b4dddbabd8a2ed257af1d97b0a643f2e229e0b5075f6ceafe52fdbd0bfb1,0,5,0,0,stress,0.0,False,9,40,CE,19,14,0.2631578947368421
27,train_1,0.5102788844621514,0,515,0,0,False,2,fixed_2_sessions,d2d2b4dddbabd8a2ed257af1d97b0a643f2e229e0b5075f6ceafe52fdbd0bfb1,0,0,0,0,stress,0.0,False,0,40,CE,19,19,0.0
19,train_1,0.5102788844621514,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,d2d2b4dddbabd8a2ed257af1d97b0a643f2e229e0b5075f6ceafe52fdbd0bfb1,0,0,0,0,oos,0.0,False,15,32,CE,15,12,0.0
19,train_1,0.5102788844621514,11,252,0,0,False,4,rolling_target_2_sessions_tp_on,d2d2b4dddbabd8a2ed257af1d97b0a643f2e229e0b5075f6ceafe52fdbd0bfb1,0,9,0,0,oos,0.0,False,4,32,CE,15,12,0.6
19,train_1,0.5102788844621514,0,252,0,0,False,2,fixed_2_sessions,d2d2b4dddbabd8a2ed257af1d97b0a643f2e229e0b5075f6ceafe52fdbd0bfb1,0,0,0,0,oos,0.0,False,0,32,CE,15,15,0.0
66,train_2,0.6559999999999999,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,9b5a9000c39a18c85ca6841080519131c82e06c01cfc1fc218cbbde031099c9d,0,0,0,0,train,0.0,False,54,114,AEVA,54,43,0.0
66,train_2,0.6559999999999999,48,751,0,0,False,3,rolling_target_2_sessions_tp_on,9b5a9000c39a18c85ca6841080519131c82e06c01cfc1fc218cbbde031099c9d,0,41,0,0,train,0.0,False,11,114,AEVA,59,57,0.6949152542372882
66,train_2,0.6559999999999999,0,751,0,0,False,2,fixed_2_sessions,9b5a9000c39a18c85ca6841080519131c82e06c01cfc1fc218cbbde031099c9d,0,0,0,0,train,0.0,False,0,114,AEVA,54,54,0.0
39,train_2,0.6559999999999999,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,9b5a9000c39a18c85ca6841080519131c82e06c01cfc1fc218cbbde031099c9d,0,1,0,1,stress,0.0,False,27,62,AEVA,28,18,0.03571428571428571
39,train_2,0.6559999999999999,23,515,0,0,False,4,rolling_target_2_sessions_tp_on,9b5a9000c39a18c85ca6841080519131c82e06c01cfc1fc218cbbde031099c9d,0,23,0,1,stress,0.0,False,11,62,AEVA,35,32,0.6571428571428571
39,train_2,0.6559999999999999,0,515,0,0,False,2,fixed_2_sessions,9b5a9000c39a18c85ca6841080519131c82e06c01cfc1fc218cbbde031099c9d,0,0,0,0,stress,0.0,False,0,62,AEVA,27,27,0.0
33,train_2,0.6559999999999999,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,9b5a9000c39a18c85ca6841080519131c82e06c01cfc1fc218cbbde031099c9d,0,0,0,0,oos,0.0,False,23,46,AEVA,23,16,0.0
33,train_2,0.6559999999999999,17,252,0,0,False,4,rolling_target_2_sessions_tp_on,9b5a9000c39a18c85ca6841080519131c82e06c01cfc1fc218cbbde031099c9d,0,17,0,0,oos,0.0,False,9,46,AEVA,26,25,0.6538461538461539
33,train_2,0.6559999999999999,0,252,0,0,False,2,fixed_2_sessions,9b5a9000c39a18c85ca6841080519131c82e06c01cfc1fc218cbbde031099c9d,0,0,0,0,oos,0.0,False,0,46,AEVA,23,23,0.0
61,train_1,0.5341832669322709,0,751,0,0,False,3,rolling_target_2_sessions_tp_off,681ebf7147fa0da5d9799a99bd1ceb1b9b11daf1c34cbcbe4bbf10408cff212f,0,0,0,0,train,0.0,False,47,94,CMC,47,33,0.0
61,train_1,0.5341832669322709,24,751,0,0,False,3,rolling_target_2_sessions_tp_on,681ebf7147fa0da5d9799a99bd1ceb1b9b11daf1c34cbcbe4bbf10408cff212f,0,12,0,0,train,0.0,False,24,94,CMC,48,43,0.25
61,train_1,0.5341832669322709,0,751,0,0,False,2,fixed_2_sessions,681ebf7147fa0da5d9799a99bd1ceb1b9b11daf1c34cbcbe4bbf10408cff212f,0,0,0,0,train,0.0,False,0,94,CMC,47,47,0.0
42,train_1,0.5341832669322709,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,681ebf7147fa0da5d9799a99bd1ceb1b9b11daf1c34cbcbe4bbf10408cff212f,0,0,0,0,stress,0.0,False,36,72,CMC,36,30,0.0
42,train_1,0.5341832669322709,18,515,0,0,False,3,rolling_target_2_sessions_tp_on,681ebf7147fa0da5d9799a99bd1ceb1b9b11daf1c34cbcbe4bbf10408cff212f,0,12,0,0,stress,0.0,False,19,72,CMC,37,32,0.32432432432432434
42,train_1,0.5341832669322709,0,515,0,0,False,2,fixed_2_sessions,681ebf7147fa0da5d9799a99bd1ceb1b9b11daf1c34cbcbe4bbf10408cff212f,0,0,0,0,stress,0.0,False,0,72,CMC,36,36,0.0
23,train_1,0.5341832669322709,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,681ebf7147fa0da5d9799a99bd1ceb1b9b11daf1c34cbcbe4bbf10408cff212f,0,0,0,0,oos,0.0,False,18,36,CMC,18,13,0.0
23,train_1,0.5341832669322709,10,252,0,0,False,3,rolling_target_2_sessions_tp_on,681ebf7147fa0da5d9799a99bd1ceb1b9b11daf1c34cbcbe4bbf10408cff212f,0,8,0,0,oos,0.0,False,8,36,CMC,18,15,0.4444444444444444
23,train_1,0.5341832669322709,0,252,0,0,False,2,fixed_2_sessions,681ebf7147fa0da5d9799a99bd1ceb1b9b11daf1c34cbcbe4bbf10408cff212f,0,0,0,0,oos,0.0,False,0,36,CMC,18,18,0.0
64,train_1,0.5979282868525896,0,751,0,0,False,3,rolling_target_2_sessions_tp_off,7ef54c3f73993628e4ee64db69bdf827e1699fba8468d8616622c23a7f1f6f6f,0,0,0,0,train,0.0,False,50,99,AA,50,36,0.0
64,train_1,0.5979282868525896,34,751,0,0,False,3,rolling_target_2_sessions_tp_on,7ef54c3f73993628e4ee64db69bdf827e1699fba8468d8616622c23a7f1f6f6f,0,23,0,0,train,0.0,False,18,99,AA,52,48,0.4423076923076923
64,train_1,0.5979282868525896,0,751,0,0,False,2,fixed_2_sessions,7ef54c3f73993628e4ee64db69bdf827e1699fba8468d8616622c23a7f1f6f6f,0,0,0,0,train,0.0,False,0,99,AA,50,50,0.0
30,train_1,0.5979282868525896,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,7ef54c3f73993628e4ee64db69bdf827e1699fba8468d8616622c23a7f1f6f6f,0,0,0,0,stress,0.0,False,26,54,AA,26,22,0.0
30,train_1,0.5979282868525896,17,515,0,0,False,4,rolling_target_2_sessions_tp_on,7ef54c3f73993628e4ee64db69bdf827e1699fba8468d8616622c23a7f1f6f6f,0,13,0,0,stress,0.0,False,10,54,AA,27,26,0.48148148148148145
30,train_1,0.5979282868525896,0,515,0,0,False,2,fixed_2_sessions,7ef54c3f73993628e4ee64db69bdf827e1699fba8468d8616622c23a7f1f6f6f,0,0,0,0,stress,0.0,False,0,54,AA,26,26,0.0
14,train_1,0.5979282868525896,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,7ef54c3f73993628e4ee64db69bdf827e1699fba8468d8616622c23a7f1f6f6f,0,0,0,0,oos,0.0,False,12,24,AA,12,10,0.0
14,train_1,0.5979282868525896,5,252,0,0,False,3,rolling_target_2_sessions_tp_on,7ef54c3f73993628e4ee64db69bdf827e1699fba8468d8616622c23a7f1f6f6f,0,4,0,0,oos,0.0,False,7,24,AA,12,10,0.3333333333333333
14,train_1,0.5979282868525896,0,252,0,0,False,2,fixed_2_sessions,7ef54c3f73993628e4ee64db69bdf827e1699fba8468d8616622c23a7f1f6f6f,0,0,0,0,oos,0.0,False,0,24,AA,12,12,0.0
68,train_2,0.712,0,751,0,0,False,3,rolling_target_2_sessions_tp_off,a19da87a940c0371c98cfe50289cff8814ce33372d7547f34afee31b1db3b49b,0,0,0,0,train,0.0,False,50,100,CAMT,50,32,0.0
68,train_2,0.712,41,751,0,0,False,3,rolling_target_2_sessions_tp_on,a19da87a940c0371c98cfe50289cff8814ce33372d7547f34afee31b1db3b49b,0,32,0,0,train,0.0,False,14,100,CAMT,55,49,0.5818181818181818
68,train_2,0.712,0,751,0,0,False,2,fixed_2_sessions,a19da87a940c0371c98cfe50289cff8814ce33372d7547f34afee31b1db3b49b,0,0,0,0,train,0.0,False,0,100,CAMT,50,50,0.0
35,train_2,0.712,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,a19da87a940c0371c98cfe50289cff8814ce33372d7547f34afee31b1db3b49b,0,0,0,0,stress,0.0,False,28,56,CAMT,28,21,0.0
35,train_2,0.712,18,515,0,0,False,3,rolling_target_2_sessions_tp_on,a19da87a940c0371c98cfe50289cff8814ce33372d7547f34afee31b1db3b49b,0,15,0,0,stress,0.0,False,11,56,CAMT,29,24,0.5172413793103449
35,train_2,0.712,0,515,0,0,False,2,fixed_2_sessions,a19da87a940c0371c98cfe50289cff8814ce33372d7547f34afee31b1db3b49b,0,0,0,0,stress,0.0,False,0,56,CAMT,28,28,0.0
10,train_2,0.712,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,a19da87a940c0371c98cfe50289cff8814ce33372d7547f34afee31b1db3b49b,0,0,0,0,oos,0.0,False,7,14,CAMT,7,4,0.0
10,train_2,0.712,3,252,0,0,False,3,rolling_target_2_sessions_tp_on,a19da87a940c0371c98cfe50289cff8814ce33372d7547f34afee31b1db3b49b,0,2,0,0,oos,0.0,False,4,14,CAMT,7,6,0.2857142857142857
10,train_2,0.712,0,252,0,0,False,2,fixed_2_sessions,a19da87a940c0371c98cfe50289cff8814ce33372d7547f34afee31b1db3b49b,0,0,0,0,oos,0.0,False,0,14,CAMT,7,7,0.0
81,train_3,0.584,0,751,0,0,False,6,rolling_target_2_sessions_tp_off,9f2060ff8c32e04f7284f7e4c53820f5ec0b956ae40578684b4d4ad1c098fcd5,0,0,0,0,train,0.0,False,61,137,CIEN,61,45,0.0
81,train_3,0.584,41,751,0,0,False,4,rolling_target_2_sessions_tp_on,9f2060ff8c32e04f7284f7e4c53820f5ec0b956ae40578684b4d4ad1c098fcd5,0,25,0,0,train,0.0,False,23,137,CIEN,64,56,0.390625
81,train_3,0.584,0,751,0,0,False,2,fixed_2_sessions,9f2060ff8c32e04f7284f7e4c53820f5ec0b956ae40578684b4d4ad1c098fcd5,0,0,0,0,train,0.0,False,0,137,CIEN,63,63,0.0
58,train_3,0.584,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,9f2060ff8c32e04f7284f7e4c53820f5ec0b956ae40578684b4d4ad1c098fcd5,0,1,0,1,stress,0.0,False,38,85,CIEN,39,24,0.02564102564102564
58,train_3,0.584,14,515,0,0,False,4,rolling_target_2_sessions_tp_on,9f2060ff8c32e04f7284f7e4c53820f5ec0b956ae40578684b4d4ad1c098fcd5,0,8,0,1,stress,0.0,False,26,85,CIEN,41,31,0.1951219512195122
58,train_3,0.584,0,515,0,0,False,2,fixed_2_sessions,9f2060ff8c32e04f7284f7e4c53820f5ec0b956ae40578684b4d4ad1c098fcd5,0,0,0,0,stress,0.0,False,0,85,CIEN,38,38,0.0
15,train_3,0.584,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,9f2060ff8c32e04f7284f7e4c53820f5ec0b956ae40578684b4d4ad1c098fcd5,0,0,0,1,oos,0.0,False,12,26,CIEN,13,12,0.0
15,train_3,0.584,9,252,0,0,False,3,rolling_target_2_sessions_tp_on,9f2060ff8c32e04f7284f7e4c53820f5ec0b956ae40578684b4d4ad1c098fcd5,0,5,0,0,oos,0.0,False,4,26,CIEN,13,12,0.38461538461538464
15,train_3,0.584,0,252,0,0,False,2,fixed_2_sessions,9f2060ff8c32e04f7284f7e4c53820f5ec0b956ae40578684b4d4ad1c098fcd5,0,0,0,0,oos,0.0,False,0,26,CIEN,13,13,0.0
74,train_1,0.5620717131474103,0,751,0,0,False,6,rolling_target_2_sessions_tp_off,e3457a5a9674573cb4a896b6cff0d8f4f5197b7aba17fb824978ba0c7ab7bcb7,0,0,0,0,train,0.0,False,47,114,COHR,47,29,0.0
74,train_1,0.5620717131474103,40,751,0,0,False,4,rolling_target_2_sessions_tp_on,e3457a5a9674573cb4a896b6cff0d8f4f5197b7aba17fb824978ba0c7ab7bcb7,0,30,0,0,train,0.0,False,15,114,COHR,55,45,0.5454545454545454
74,train_1,0.5620717131474103,0,751,0,0,False,2,fixed_2_sessions,e3457a5a9674573cb4a896b6cff0d8f4f5197b7aba17fb824978ba0c7ab7bcb7,0,0,0,0,train,0.0,False,0,114,COHR,52,52,0.0
58,train_1,0.5620717131474103,0,515,0,0,False,7,rolling_target_2_sessions_tp_off,e3457a5a9674573cb4a896b6cff0d8f4f5197b7aba17fb824978ba0c7ab7bcb7,0,1,0,1,stress,0.0,False,41,102,COHR,42,31,0.023809523809523808
58,train_1,0.5620717131474103,28,515,0,0,False,7,rolling_target_2_sessions_tp_on,e3457a5a9674573cb4a896b6cff0d8f4f5197b7aba17fb824978ba0c7ab7bcb7,0,17,0,1,stress,0.0,False,14,102,COHR,43,35,0.3953488372093023
58,train_1,0.5620717131474103,0,515,0,0,False,2,fixed_2_sessions,e3457a5a9674573cb4a896b6cff0d8f4f5197b7aba17fb824978ba0c7ab7bcb7,0,0,0,0,stress,0.0,False,0,102,COHR,44,44,0.0
16,train_1,0.5620717131474103,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,e3457a5a9674573cb4a896b6cff0d8f4f5197b7aba17fb824978ba0c7ab7bcb7,0,0,0,0,oos,0.0,False,14,28,COHR,14,12,0.0
16,train_1,0.5620717131474103,14,252,0,0,False,2,rolling_target_2_sessions_tp_on,e3457a5a9674573cb4a896b6cff0d8f4f5197b7aba17fb824978ba0c7ab7bcb7,0,13,0,0,oos,0.0,False,1,28,COHR,15,15,0.8666666666666667
16,train_1,0.5620717131474103,0,252,0,0,False,2,fixed_2_sessions,e3457a5a9674573cb4a896b6cff0d8f4f5197b7aba17fb824978ba0c7ab7bcb7,0,0,0,0,oos,0.0,False,0,28,COHR,14,14,0.0
46,train_1,0.5062948207171315,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,a45bc03869a945bd9f00f51efecc9fdf7956475178a2c6c73a7889ae6295da6d,0,1,0,1,train,0.0,False,35,76,MPC,36,26,0.027777777777777776
46,train_1,0.5062948207171315,18,751,0,0,False,4,rolling_target_2_sessions_tp_on,a45bc03869a945bd9f00f51efecc9fdf7956475178a2c6c73a7889ae6295da6d,0,15,0,1,train,0.0,False,17,76,MPC,36,32,0.4166666666666667
46,train_1,0.5062948207171315,0,751,0,0,False,2,fixed_2_sessions,a45bc03869a945bd9f00f51efecc9fdf7956475178a2c6c73a7889ae6295da6d,0,0,0,0,train,0.0,False,0,76,MPC,35,35,0.0
22,train_1,0.5062948207171315,0,515,0,0,False,5,rolling_target_2_sessions_tp_off,a45bc03869a945bd9f00f51efecc9fdf7956475178a2c6c73a7889ae6295da6d,0,0,0,0,stress,0.0,False,15,34,MPC,15,10,0.0
22,train_1,0.5062948207171315,9,515,0,0,False,3,rolling_target_2_sessions_tp_on,a45bc03869a945bd9f00f51efecc9fdf7956475178a2c6c73a7889ae6295da6d,0,3,0,0,stress,0.0,False,6,34,MPC,15,14,0.2
22,train_1,0.5062948207171315,0,515,0,0,False,2,fixed_2_sessions,a45bc03869a945bd9f00f51efecc9fdf7956475178a2c6c73a7889ae6295da6d,0,0,0,0,stress,0.0,False,0,34,MPC,16,16,0.0
16,train_1,0.5062948207171315,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,a45bc03869a945bd9f00f51efecc9fdf7956475178a2c6c73a7889ae6295da6d,0,1,0,1,oos,0.0,False,12,24,MPC,13,10,0.07692307692307693
16,train_1,0.5062948207171315,6,252,0,0,False,3,rolling_target_2_sessions_tp_on,a45bc03869a945bd9f00f51efecc9fdf7956475178a2c6c73a7889ae6295da6d,0,6,0,1,oos,0.0,False,7,24,MPC,14,12,0.42857142857142855
16,train_1,0.5062948207171315,0,252,0,0,False,2,fixed_2_sessions,a45bc03869a945bd9f00f51efecc9fdf7956475178a2c6c73a7889ae6295da6d,0,0,0,0,oos,0.0,False,0,24,MPC,12,12,0.0
84,train_1,0.4505179282868526,0,751,0,0,False,6,rolling_target_2_sessions_tp_off,f72d34cfcd006cfd8750c52b6e6eba830d7ce45d70a95a945722931e9bf712a9,0,0,0,0,train,0.0,False,64,136,ABEV,64,49,0.0
84,train_1,0.4505179282868526,29,751,0,0,False,6,rolling_target_2_sessions_tp_on,f72d34cfcd006cfd8750c52b6e6eba830d7ce45d70a95a945722931e9bf712a9,0,17,0,0,train,0.0,False,35,136,ABEV,64,52,0.265625
84,train_1,0.4505179282868526,0,751,0,0,False,2,fixed_2_sessions,f72d34cfcd006cfd8750c52b6e6eba830d7ce45d70a95a945722931e9bf712a9,0,0,0,0,train,0.0,False,0,136,ABEV,65,65,0.0
39,train_1,0.4505179282868526,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,f72d34cfcd006cfd8750c52b6e6eba830d7ce45d70a95a945722931e9bf712a9,0,1,0,1,stress,0.0,False,26,60,ABEV,27,17,0.037037037037037035
39,train_1,0.4505179282868526,12,515,0,0,False,4,rolling_target_2_sessions_tp_on,f72d34cfcd006cfd8750c52b6e6eba830d7ce45d70a95a945722931e9bf712a9,0,7,0,1,stress,0.0,False,15,60,ABEV,28,21,0.25
39,train_1,0.4505179282868526,0,515,0,0,False,2,fixed_2_sessions,f72d34cfcd006cfd8750c52b6e6eba830d7ce45d70a95a945722931e9bf712a9,0,0,0,0,stress,0.0,False,0,60,ABEV,26,26,0.0
16,train_1,0.4505179282868526,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,f72d34cfcd006cfd8750c52b6e6eba830d7ce45d70a95a945722931e9bf712a9,0,0,0,0,oos,0.0,False,13,26,ABEV,13,10,0.0
16,train_1,0.4505179282868526,6,252,0,0,False,3,rolling_target_2_sessions_tp_on,f72d34cfcd006cfd8750c52b6e6eba830d7ce45d70a95a945722931e9bf712a9,0,6,0,0,oos,0.0,False,7,26,ABEV,13,11,0.46153846153846156
16,train_1,0.4505179282868526,0,252,0,0,False,2,fixed_2_sessions,f72d34cfcd006cfd8750c52b6e6eba830d7ce45d70a95a945722931e9bf712a9,0,0,0,0,oos,0.0,False,0,26,ABEV,13,13,0.0
49,train_3,0.7,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,0d3e331ca79aeb3ac9065c9d76ce7f3ffd41a83738272e3d164a440a5ac6edd4,0,0,0,0,train,0.0,False,39,78,CAN,39,30,0.0
49,train_3,0.7,32,751,0,0,False,3,rolling_target_2_sessions_tp_on,0d3e331ca79aeb3ac9065c9d76ce7f3ffd41a83738272e3d164a440a5ac6edd4,0,29,0,0,train,0.0,False,13,78,CAN,45,44,0.6444444444444445
49,train_3,0.7,0,751,0,0,False,2,fixed_2_sessions,0d3e331ca79aeb3ac9065c9d76ce7f3ffd41a83738272e3d164a440a5ac6edd4,0,0,0,0,train,0.0,False,0,78,CAN,39,39,0.0
34,train_3,0.7,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,0d3e331ca79aeb3ac9065c9d76ce7f3ffd41a83738272e3d164a440a5ac6edd4,0,1,0,1,stress,0.0,False,24,52,CAN,25,18,0.04
34,train_3,0.7,22,515,0,0,False,2,rolling_target_2_sessions_tp_on,0d3e331ca79aeb3ac9065c9d76ce7f3ffd41a83738272e3d164a440a5ac6edd4,0,22,0,1,stress,0.0,False,8,52,CAN,31,31,0.7096774193548387
34,train_3,0.7,0,515,0,0,False,2,fixed_2_sessions,0d3e331ca79aeb3ac9065c9d76ce7f3ffd41a83738272e3d164a440a5ac6edd4,0,0,0,0,stress,0.0,False,0,52,CAN,24,24,0.0
15,train_3,0.7,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,0d3e331ca79aeb3ac9065c9d76ce7f3ffd41a83738272e3d164a440a5ac6edd4,0,0,0,0,oos,0.0,False,12,24,CAN,12,9,0.0
